0	38	<UNK> make this great a few	38	make this great a few 	0	-14.67541	-14.67541	0.00000	5	0.02551	0.02551	0.80000	1.00000	0.88889
1	26	<UNK> film of excellent quality that	40	i have seen i have 	14	-17.94370	-16.95587	0.98783	0	0.01127	0.01442	0.00000	0.00000	0.00000
2	38	<UNK> at its best although the	38	at its best although the 	0	-8.72351	-8.72351	0.00000	5	0.11294	0.11294	0.80000	1.00000	0.88889
3	38	<UNK> what the best of this	38	what the best of this 	0	-7.79317	-7.79317	0.00000	5	0.14252	0.14252	0.80000	1.00000	0.88889
4	38	<UNK> complete crap poor	38	complete crap poor <PAD> <PAD> 	0	-11.50809	-11.50809	0.00000	5	0.05630	0.05630	0.66667	0.50000	0.57143
5	38	<UNK> for this boring adventure in	38	for this boring adventure in 	0	-17.48601	-17.48601	0.00000	5	0.01263	0.01263	0.80000	1.00000	0.88889
6	38	<UNK> is utterly laughable and has	38	is utterly laughable and has 	0	-15.95831	-15.95831	0.00000	5	0.01851	0.01851	0.80000	1.00000	0.88889
7	38	<UNK> are mainly poor cgi and	38	are mainly poor cgi and 	0	-17.99221	-17.99221	0.00000	5	0.01113	0.01113	0.80000	1.00000	0.88889
8	38	<UNK> earned the best actor oscar	38	earned the best actor oscar 	0	-6.25191	-6.25191	0.00000	5	0.20951	0.20951	0.80000	1.00000	0.88889
9	38	<UNK> it the best they can	38	it the best they can 	0	-9.02958	-9.02958	0.00000	5	0.10462	0.10462	0.80000	1.00000	0.88889
10	38	<UNK> out loud funny watching her	38	out loud funny watching her 	0	-11.88557	-11.88557	0.00000	5	0.05123	0.05123	0.80000	1.00000	0.88889
11	5	<UNK> of the best picture ever	5	of the best picture ever 	0	-7.16225	-7.16225	0.00000	5	0.16687	0.16687	0.80000	1.00000	0.88889
12	38	<UNK> lighting was terrible and i	38	lighting was terrible and i 	0	-9.47572	-9.47572	0.00000	5	0.09358	0.09358	0.80000	1.00000	0.88889
13	38	<UNK> good product unfortunately he will	38	good product unfortunately he will 	0	-14.46552	-14.46552	0.00000	5	0.02688	0.02688	0.80000	1.00000	0.88889
14	38	<UNK> she was wasted here one	38	she was wasted here one 	0	-11.60821	-11.60821	0.00000	5	0.05491	0.05491	0.80000	1.00000	0.88889
15	38	<UNK> scientific arguments avoid this film	38	scientific arguments avoid this film 	0	-10.16299	-10.16299	0.00000	5	0.07881	0.07881	0.80000	1.00000	0.88889
