epoch,loss,val_loss
0,6.555035299389674,4.357422957440469
1,4.143597433838663,4.175428084683317
2,4.013809896219632,4.109116616631359
3,3.940195725436955,4.068290318114848
4,3.8889297654357136,4.040161617697542
5,3.84962798975691,4.013767442622768
6,3.81629222455407,3.989950544220486
7,3.780165243752395,3.962374177160142
8,3.7340254612612824,3.9115342268963906
9,3.6864713727170404,3.865744138065773
10,3.634070606674323,3.8162287207092414
11,3.5873198448857173,3.7748971548764514
12,3.5485835658850045,3.744701999149242
13,3.51840781561936,3.7172235476819773
14,3.492332158712395,3.6958572130163008
15,3.469530690068434,3.6765503682164704
16,3.450423537427363,3.662269470560903
17,3.4299955357982137,3.6451353724998765
18,3.4111320922143347,3.6289835891643154
19,3.394121910449322,3.6146776545399857
20,3.3760017755162366,3.598715240945293
21,3.356939684992601,3.5799181813429177
22,3.3380951448834897,3.5662626817759584
23,3.3188228104184954,3.5499643665828784
24,3.2996800438764224,3.5333118579558684
25,3.28206593779069,3.5223078365567364
26,3.345213041023866,3.506329284941597
27,3.2475940215436716,3.48742770846886
28,3.2275600956462105,3.474997918817061
29,3.209783226125854,3.461984386926965
30,3.1930857509500368,3.443497067262352
31,3.17373020739495,3.432809589281364
32,3.1569079376977203,3.4166427553957526
33,3.1391974873683623,3.4021991315270275
34,3.1541183658793,3.3951122509276312
35,3.1129200820681415,3.38045355237486
36,3.0892884157880953,3.3631313018155
37,3.0678226736527456,3.343715409186319
38,3.048548605874621,3.333374539508095
39,3.0292253796058364,3.3158150594445726
40,3.0113749282772533,3.3012819732794783
41,2.9926796935278657,3.2899686042769547
42,2.97406984582732,3.2769443827842357
43,2.9581163271570006,3.268257665231761
44,2.9395773259899283,3.258968764719581
45,2.9224331871869693,3.244489048100725
46,2.905841409908568,3.229320597548022
47,2.8877306386891295,3.221013437343549
48,2.871514441091803,3.2110254674018184
49,2.8548379517808744,3.2005569150176227
50,2.838415964746274,3.1933414865646683
51,2.8230128237969763,3.1831475591860743
52,2.808813475355317,3.173447902695539
53,2.79323876759171,3.170540185920297
54,2.7793602359948784,3.1615883972071392
55,2.7662629236148883,3.154663875636169
56,2.7521697820993416,3.149193688283993
