epoch,loss,val_loss
0,5.687741770523007,4.216827179309185
1,4.003707220785729,4.046717927425722
2,3.8498486667745726,3.9711571363457145
3,3.7608619601414675,3.908566687177505
4,3.6857326594083117,3.8408764233569053
5,3.615913099377467,3.790051214805635
6,3.560381328003316,3.74484898269428
7,3.5223418388688614,3.7135349537249858
8,3.493512719995362,3.693069769863338
9,3.47035202597767,3.6760135904143127
10,3.45062921721221,3.6572930229364067
11,3.428590899278343,3.644760415523867
12,3.412719296000678,3.62726050590161
13,3.3966497630509647,3.6178478912965155
14,3.3814042278482943,3.608271401642747
15,3.368038335429968,3.594949087513147
16,3.355477445739231,3.586267544750423
17,3.342614517936224,3.574951347922474
18,3.3236508288966955,3.55018396619
19,3.289026814674023,3.522814513258793
20,3.262436870784196,3.5043132003349595
21,3.23505280490666,3.485833478879325
22,3.2137144416696413,3.461638429496862
23,3.1895091885755837,3.4483031572671883
24,3.168796070517367,3.428704444869158
25,3.1460500125643573,3.4191917648798302
26,3.1232098436556788,3.398410497335442
27,3.102334451071824,3.3833598034291326
28,3.0829076646249507,3.3664977872421975
29,3.0642190784341676,3.3568957837825084
30,3.0401839284454217,3.336700247309882
31,3.0150985426037624,3.323389004051434
32,2.9916254739721113,3.309778967990151
33,2.969055387038219,3.2981712103896
34,2.9491083370482367,3.281315953419681
35,2.9231879338936464,3.2632677172809714
36,2.9002762162735696,3.250097474971401
37,2.8634596595281288,3.2197756364878725
38,2.8236400487553723,3.182916936995108
39,2.786164351153474,3.1626698769597565
40,2.753546734902426,3.1392415384703045
41,2.7224232808447084,3.119255265103111
42,2.692808012419109,3.1067627924907057
43,2.656570259528824,3.0829681364292836
44,2.623706495711572,3.060543846983447
45,2.5912316630158245,3.042751948038737
46,2.5628373954869526,3.029116729140785
47,2.5305884638919105,3.0136814368928033
48,2.5008146964045013,2.99722133608307
49,2.4712269094925894,2.977760887347193
50,2.4369103546384014,2.965623539711353
51,2.4118272664677747,2.9498002951658227
52,2.383935125568245,2.937336202412215
53,2.352624730218815,2.9216722315373804
54,2.3229684588275377,2.910730659710204
55,2.2953915274092918,2.9022401173909507
56,2.2706958312022536,2.8851449610311772
57,2.2402127372564644,2.87512041647223
58,2.2096188118689173,2.860810947820607
59,2.181182308036064,2.8517870983493983
60,2.1549171033287853,2.8383934719150075
61,2.1268357828196596,2.8288213985378734
62,2.0985468238717897,2.8197732414374372
63,2.0728686680773643,2.8228447004712582
64,2.048535291655657,2.8065133054548177
65,2.025566225816429,2.8037524555302875
66,1.9988711614649004,2.7996287285527095
67,1.9759394639655004,2.7933128674825034
68,1.9504971363373447,2.7907092038086194
69,1.9265550390074524,2.7824225536378626
70,1.9028411726408367,2.7816284578057786
71,1.8788948677763153,2.773144403087439
72,1.8587171136075433,2.780235868969044
73,1.8366605405566059,2.7729524861911177
74,1.8112529023287165,2.759221774113329
75,1.7880266135251974,2.760987718397052
76,1.763899349462131,2.7642508176811638
77,1.743245367259416,2.7545788338415735
78,1.719633700978404,2.753746676545606
79,1.696047595784634,2.7516802292835862
80,1.6766410517793164,2.7557434925047155
81,1.655905342303248,2.7468685379511193
82,1.6323980289169504,2.7459892562673063
83,1.6121062286795442,2.749848941207435
84,1.5916070052843054,2.752811135119024
85,1.5700231946470364,2.7469194770362306
86,1.549169103807538,2.749300081518632
87,1.530420613188281,2.752539668908099
88,1.510967080603169,2.7544092407709435
89,1.4900973824006092,2.7483115638861677
90,1.4699577661506233,2.749640976829368
91,1.4504599324761565,2.7531749276672235
92,1.4320534578355555,2.755053644944847
93,1.4172324530686005,2.7616728559325012
94,1.3981133805045598,2.759181152416181
95,1.3788106577305854,2.7565981516858193
96,1.3603335186398986,2.7608616845014224
97,1.3441790971071912,2.763944577567185
98,1.3253310269947294,2.776086817310832
99,1.309623905375034,2.776140662688243
100,1.2912268110468417,2.7725065750411795
101,1.274876003526937,2.7713502640462626
102,1.2559766367014953,2.7736838075179087
103,1.239826056524671,2.7760996697824214
104,1.2238562776066584,2.7885778463339506
105,1.2099259050586555,2.7830030948300903
106,1.1890085829964168,2.798759039947252
107,1.1837438339925517,2.7859796833891406
108,1.1603181462750656,2.79500847627342
109,1.143019553478257,2.8059204540172207
110,1.1263671796533126,2.803585289902828
111,1.115354000767575,2.8031772440495875
112,1.0982623014771988,2.80974771906052
113,1.0816953891440282,2.8179474671681723
114,1.069367454021792,2.819251294880477
115,1.0530101488411174,2.8223392329638517
