0	-1	UNK make this great a few	38	make this great a few 	39	-37.08763	-12.09023	24.99740	5	0.00009	0.04868	0.80000	1.00000	0.88889
1	-1	UNK film of excellent quality that	26	film of excellent quality that 	27	-36.54611	-14.30113	22.24498	5	0.00011	0.02801	0.80000	1.00000	0.88889
2	-1	UNK at its best although the	38	at its best although the 	39	-62.84375	-6.37018	56.47357	5	0.00000	0.20341	0.80000	1.00000	0.88889
3	-1	UNK what the best of this	38	what the best of this 	39	-38.67658	-5.07593	33.60065	5	0.00006	0.28112	0.80000	1.00000	0.88889
4	-1	UNK complete crap poor	38	complete crap poor <PAD> <PAD> 	39	-7.31426	-6.36955	0.94471	6	0.16064	0.20344	0.66667	0.50000	0.57143
5	-1	UNK for this boring adventure in	38	for this boring adventure in 	39	-34.32091	-13.70141	20.61950	5	0.00019	0.03254	0.80000	1.00000	0.88889
6	-1	UNK is utterly laughable and has	38	is utterly laughable and has 	39	-31.91316	-13.32006	18.59310	5	0.00034	0.03579	0.80000	1.00000	0.88889
7	-1	UNK are mainly poor cgi and	38	are mainly poor cgi and 	39	-43.54664	-13.81816	29.72848	5	0.00002	0.03160	0.80000	1.00000	0.88889
8	-1	UNK earned the best actor oscar	38	earned the best actor oscar 	39	-47.65317	-3.61900	44.03417	5	0.00001	0.40464	0.80000	1.00000	0.88889
9	-1	UNK it the best they can	38	it the best they can 	39	-42.32973	-4.91974	37.40999	5	0.00003	0.29231	0.80000	1.00000	0.88889
10	-1	UNK out loud funny watching her	38	out loud funny watching her 	39	-55.69697	-8.33474	47.36223	5	0.00000	0.12447	0.80000	1.00000	0.88889
11	-1	UNK of the best picture ever	5	of the best picture ever 	6	-36.46426	-5.71284	30.75142	5	0.00011	0.23974	0.80000	1.00000	0.88889
12	-1	UNK lighting was terrible and i	38	lighting was terrible and i 	39	-41.08993	-5.37773	35.71220	5	0.00003	0.26069	0.80000	1.00000	0.88889
13	-1	UNK good product unfortunately he will	38	good product unfortunately he will 	39	-41.04470	-12.39291	28.65179	5	0.00003	0.04513	0.80000	1.00000	0.88889
14	-1	UNK she was wasted here one	38	she was wasted here one 	39	-40.95907	-9.74539	31.21368	5	0.00004	0.08748	0.80000	1.00000	0.88889
15	-1	UNK scientific arguments avoid this film	38	scientific arguments avoid this film 	39	-46.55799	-5.50210	41.05589	5	0.00001	0.25271	0.80000	1.00000	0.88889
16	-1	UNK trying to mess with the	38	trying to mess with the 	39	-33.20956	-6.94073	26.26883	5	0.00025	0.17637	0.80000	1.00000	0.88889
17	-1	UNK choppy and annoying he seems	38	choppy and annoying he seems 	39	-56.60984	-8.36484	48.24500	5	0.00000	0.12354	0.80000	1.00000	0.88889
18	-1	UNK tries her best it has	38	tries her best it has 	39	-35.89140	-7.94020	27.95120	5	0.00013	0.13737	0.80000	1.00000	0.88889
19	-1	UNK even that awful american werewolf	26	it is fun to watch 	27	-35.10077	-8.06285	27.03792	0	0.00015	0.13323	0.00000	0.00000	0.00000
20	-1	UNK a truly funny farce like	38	a truly funny farce like 	39	-61.70668	-16.33009	45.37659	5	0.00000	0.01686	0.80000	1.00000	0.88889
21	-1	UNK better and best of all	38	better and best of all 	39	-38.76837	-6.53880	32.22957	5	0.00006	0.19501	0.80000	1.00000	0.88889
22	-1	UNK thing get worse and worse	38	thing get worse and worse 	39	-35.45075	-10.31463	25.13612	5	0.00014	0.07588	0.80000	1.00000	0.88889
23	-1	UNK better and worse because it	38	better and worse because it 	39	-31.58027	-9.40740	22.17287	5	0.00037	0.09519	0.80000	1.00000	0.88889
24	-1	UNK from hyper funny to honest	22	from hyper funny to honest 	23	-40.38135	-16.20406	24.17729	5	0.00004	0.01740	0.80000	1.00000	0.88889
25	-1	UNK not a great movie in	3	not a great movie in 	4	-39.69754	-3.73520	35.96234	5	0.00005	0.39306	0.80000	1.00000	0.88889
26	-1	UNK line unintentionally funny in stead	38	line unintentionally funny in stead 	39	-53.28356	-12.13657	41.14699	5	0.00000	0.04812	0.80000	1.00000	0.88889
27	-1	UNK for a solid socially critic	38	for a solid socially critic 	39	-45.81660	-11.21365	34.60295	5	0.00001	0.06060	0.80000	1.00000	0.88889
28	-1	UNK not too bad but the	24	not too bad but the 	25	-42.96631	-5.60874	37.35757	5	0.00002	0.24606	0.80000	1.00000	0.88889
29	-1	UNK certainly was great in comedy	61	harlow is wonderful in this 	62	-32.59491	-9.56424	23.03067	1	0.00029	0.09153	0.20000	0.25000	0.22222
30	-1	UNK controlled the best thing on	38	controlled the best thing on 	39	-40.32968	-5.51622	34.81346	5	0.00004	0.25182	0.80000	1.00000	0.88889
31	-1	UNK assault with great ease and	38	assault with great ease and 	39	-45.27494	-11.33769	33.93725	5	0.00001	0.05875	0.80000	1.00000	0.88889
32	-1	UNK premise is stupid and it	38	premise is stupid and it 	39	-38.53627	-8.21925	30.31702	5	0.00007	0.12812	0.80000	1.00000	0.88889
33	-1	UNK stupid than funny believe me	38	of my favorite comedy that 	39	-30.55907	-14.98294	15.57613	0	0.00048	0.02362	0.00000	0.00000	0.00000
34	-1	UNK of the best hollywood director	38	of the best hollywood director 	39	-36.48147	-9.65358	26.82789	5	0.00011	0.08951	0.80000	1.00000	0.88889
35	-1	UNK been very disappointing had very	38	been very disappointing had very 	39	-35.76556	-15.29909	20.46647	5	0.00013	0.02182	0.80000	1.00000	0.88889
36	-1	UNK were completely annoying the entire	38	were completely annoying the entire 	39	-39.05854	-9.59075	29.46779	5	0.00006	0.09093	0.80000	1.00000	0.88889
37	-1	UNK i understand poor actor must	38	i understand poor actor must 	39	-27.70408	-13.95005	13.75403	5	0.00098	0.03058	0.80000	1.00000	0.88889
38	-1	UNK as well best of all	38	as well best of all 	39	-34.43232	-8.47768	25.95464	5	0.00018	0.12010	0.80000	1.00000	0.88889
39	-1	UNK for a surprisingly fun ride	12	for a surprisingly fun ride 	13	-36.00031	-12.51735	23.48296	5	0.00012	0.04375	0.80000	1.00000	0.88889
40	-1	UNK at his best is the	38	at his best is the 	39	-32.82342	-4.94316	27.88026	5	0.00027	0.29061	0.80000	1.00000	0.88889
41	-1	UNK not my favorite movie but	38	not my favorite movie but 	39	-35.16122	-7.37141	27.78981	5	0.00015	0.15837	0.80000	1.00000	0.88889
42	-1	UNK it is funny that this	38	it is funny that this 	39	-24.49483	-8.38453	16.11030	5	0.00219	0.12293	0.80000	1.00000	0.88889
43	-1	UNK give this 9/10 to be	38	give this 9 10 to 	39	-32.74527	-10.80705	21.93822	5	0.00028	0.06709	0.40000	0.50000	0.44444
44	-1	UNK of the worst director in	38	of the worst director in 	39	-41.33521	-6.57557	34.75964	5	0.00003	0.19323	0.80000	1.00000	0.88889
45	-1	UNK family struggle unfortunately the second	38	family struggle unfortunately the second 	39	-36.46892	-4.37695	32.09197	5	0.00011	0.33479	0.80000	1.00000	0.88889
46	-1	UNK extra vicious worse still there	8	has the bad taste to 	9	-37.39951	-12.26342	25.13609	0	0.00009	0.04661	0.00000	0.00000	0.00000
47	-1	UNK not a bad showing i	38	not a bad showing i 	39	-41.60100	-10.25751	31.34349	5	0.00003	0.07697	0.80000	1.00000	0.88889
48	-1	UNK interesting character excellent portrayal writing	4	hate it and i am 	5	-25.56957	-19.31684	6.25273	0	0.00167	0.00799	0.00000	0.00000	0.00000
49	-1	UNK it an 8/10 but let's	38	it an 8 10 but 	39	-35.80129	-7.72061	28.08068	5	0.00013	0.14513	0.40000	0.50000	0.44444
50	-1	UNK makes a poor cameo and	38	makes a poor cameo and 	39	-38.34533	-7.74542	30.59991	5	0.00007	0.14423	0.80000	1.00000	0.88889
51	-1	UNK gut a solid and satisfying	38	gut a solid and satisfying 	39	-17.89504	-7.86536	10.02968	5	0.01140	0.13997	0.80000	1.00000	0.88889
52	-1	UNK of the best the humorous	14	of the best the humorous 	15	-34.96652	-8.56071	26.40581	5	0.00016	0.11763	0.80000	1.00000	0.88889
53	-1	UNK do their best with a	38	do their best with a 	39	-48.13626	-5.40296	42.73330	5	0.00001	0.25905	0.80000	1.00000	0.88889
54	-1	UNK is very funny and her	38	is very funny and her 	39	-38.20628	-8.37629	29.82999	5	0.00007	0.12318	0.80000	1.00000	0.88889
55	-1	UNK of the best acted most	17	of the best acted most 	18	-34.80401	-14.04955	20.75446	5	0.00017	0.02983	0.80000	1.00000	0.88889
56	-1	UNK poor production best skip this	38	poor production best skip this 	39	-44.94522	-12.05288	32.89234	5	0.00001	0.04913	0.80000	1.00000	0.88889
57	-1	UNK fer i enjoyed barbara bel	38	fer i enjoyed barbara bel 	39	-33.60972	-9.99909	23.61063	5	0.00022	0.08210	0.80000	1.00000	0.88889
58	-1	UNK is the best she helped	38	is the best she helped 	39	-39.42742	-7.13257	32.29485	5	0.00005	0.16811	0.80000	1.00000	0.88889
59	-1	UNK soundtrack is awful and has	38	soundtrack is awful and has 	39	-55.22042	-6.62390	48.59652	5	0.00000	0.19091	0.80000	1.00000	0.88889
60	-1	UNK gave their best romantic performance	38	gave their best romantic performance 	39	-44.98312	-12.01670	32.96642	5	0.00001	0.04958	0.80000	1.00000	0.88889
61	-1	UNK the 50 best horror movie	38	the 50 best horror movie 	39	-40.37851	-8.53164	31.84687	5	0.00004	0.11849	0.80000	1.00000	0.88889
62	-1	UNK takes one bad joke after	38	takes one bad joke after 	39	-49.73439	-13.17645	36.55794	5	0.00000	0.03710	0.80000	1.00000	0.88889
63	-1	UNK reiser was excellent although i	38	reiser was excellent although i 	39	-25.13975	-9.41441	15.72534	5	0.00186	0.09503	0.80000	1.00000	0.88889
64	-1	UNK is a waste of the	38	is a waste of the 	39	-41.15990	-4.01064	37.14926	5	0.00003	0.36690	0.80000	1.00000	0.88889
