0,45,make this great a few,46,this great a few from ,1,-49.12564,-20.44261,28.68303
1,45,film of excellent quality that,23,very short film with a ,-22,-30.19699,-15.01968,15.17731
2,49,at its best although the,50,its best although the rest ,1,-37.80204,-14.18707,23.61497
3,54,what the best of this,39,well done movie with fine ,-15,-28.16209,-19.93022,8.23187
4,-1,complete crap poor,0,          ,1,-34.05189,-1.69401,32.35788
5,58,for this boring adventure in,19,    by person who ,-39,-40.08819,-28.80232,11.28587
6,44,is utterly laughable and has,45,utterly laughable and has about ,1,-21.30164,-16.71125,4.59039
7,65,are mainly poor cgi and,0,          ,-65,-39.46173,-3.92964,35.53209
8,51,earned the best actor oscar,52,the best actor oscar and ,1,-38.81476,-17.81059,21.00417
9,43,it the best they can,44,the best they can as ,1,-36.27943,-12.55448,23.72495
10,45,out loud funny watching her,46,loud funny watching her cry ,1,-35.21155,-19.68954,15.52201
11,46,of the best picture ever,45,one of the best picture ,-1,-47.32212,-24.59627,22.72585
12,45,lighting was terrible and i,46,was terrible and i am ,1,-44.34131,-18.11884,26.22247
13,47,good product unfortunately he will,48,product unfortunately he will not ,1,-30.91772,-17.91668,13.00104
14,44,she was wasted here one,45,was wasted here one could ,1,-43.21424,-23.51245,19.70179
15,45,scientific arguments avoid this film,13,    with a nice ,-32,-95.5535,-15.68088,79.87262
16,46,trying to mess with the,0,          ,-46,-37.48555,-14.72946,22.75609
17,45,choppy and annoying he seems,46,and annoying he seems to ,1,-39.44442,-25.17339,14.27103
18,45,tries her best it has,46,her best it has to ,1,-40.87615,-12.18153,28.69462
19,44,even that awful american werewolf,0,          ,-44,-37.90344,-13.6767,24.22674
20,47,a truly funny farce like,47,a truly funny farce like ,0,-21.71347,-21.71347,0
21,43,better and best of all,44,and best of all you ,1,-28.86644,-15.92416,12.94228
22,43,thing get worse and worse,0,          ,-43,-19.49105,-2.69022,16.80083
23,44,better and worse because it,45,and worse because it is ,1,-28.00146,-18.46147,9.53999
24,45,from hyper funny to honest,46,from funny to honest and ,1,-32.73032,-22.57191,10.15841
25,43,not a great movie in,43,not a great movie in ,0,-25.47132,-25.47132,0
26,52,line unintentionally funny in stead,54,unintentionally funny in you must ,2,-55.26225,-23.25188,32.01037
27,45,for a solid socially critic,46,for a solid critic drama ,1,-32.08955,-22.48132,9.60823
28,47,not too bad but the,48,too bad but the overall ,1,-25.01955,-10.80931,14.21024
29,44,certainly was great in comedy,0,          ,-44,-31.9362,-2.43846,29.49774
30,66,controlled the best thing on,67,the best thing on this ,1,-34.39055,-12.51379,21.87676
31,45,assault with great ease and,0,          ,-45,-83.43657,-7.44277,75.9938
32,60,premise is stupid and it,61,is stupid and it is ,1,-26.3194,-19.14939,7.17001
33,48,stupid than funny believe me,49,than funny believe me when ,1,-35.36233,-28.22271,7.13962
34,69,of the best hollywood director,74,highly recommended if you are ,5,-48.46461,-20.73502,27.72959
35,44,been very disappointing had very,45,very disappointing had very been ,1,-35.29895,-21.12482,14.17413
36,46,were completely annoying the entire,47,completely annoying the entire film ,1,-36.02655,-18.96581,17.06074
37,45,i understand poor actor must,0,          ,-45,-37.86366,-29.41375,8.44991
38,46,as well best of all,47,well best of all the ,1,-20.50982,-19.81781,0.69201
39,43,for a surprisingly fun ride,45,surprisingly fun ride through the ,2,-36.39288,-22.05363,14.33925
40,78,at his best is the,0,          ,-78,-28.61227,-2.00467,26.6076
41,55,not my favorite movie but,0,          ,-55,-25.63124,-10.00781,15.62343
42,44,it is funny that this,45,is funny that this movie ,1,-26.07648,-21.18024,4.89624
43,-1,give this 9/10 to be,70,9 10 to be compared ,71,-70.40341,-15.12924,55.27417
44,47,of the worst director in,48,the worst director in the ,1,-43.4837,-16.56116,26.92254
45,46,family struggle unfortunately the second,6,      aspect into ,-40,-37.14102,-26.95661,10.18441
46,50,extra vicious worse still there,16,    couple of decade ,-34,-55.31531,-29.73476,25.58055
47,46,not a bad showing i,50,i loved the bit at ,4,-27.70793,-24.3247,3.38323
48,-1,interesting character excellent portrayal writing,0,          ,1,-32.67782,-11.12313,21.55469
49,-1,it an 8/10 but let's,77,an 8 10 but let's ,78,-30.64768,-17.3788,13.26888
50,45,makes a poor cameo and,46,a poor cameo and proves ,1,-29.76884,-16.76198,13.00686
51,-1,gut a solid and satisfying,78,the gut a solid and ,79,-33.08414,-33.08414,0
52,47,of the best the humorous,48,the best the humorous story ,1,-43.75048,-9.25859,34.49189
53,49,do their best with a,50,their best with a script ,1,-28.30158,-12.63771,15.66387
54,42,is very funny and her,43,very funny and her leading ,1,-28.22038,-7.72178,20.4986
55,50,of the best acted most,34,it is rare that one ,-16,-40.59798,-21.35409,19.24389
56,75,poor production best skip this,71,unintentionally funny due to poor ,-4,-52.07585,-17.6885,34.38735
57,44,fer i enjoyed barbara bel,0,          ,-44,-54.88655,-8.24232,46.64423
58,41,is the best she helped,13,and funny as well as ,-28,-31.73683,-23.39927,8.33756
59,48,soundtrack is awful and has,49,is awful and has sub ,1,-36.55591,-14.74639,21.80952
60,51,gave their best romantic performance,52,their best romantic performance is ,1,-36.85803,-21.85611,15.00192
61,76,the 50 best horror movie,0,          ,-76,-48.30449,-1.11484,47.18965
62,50,takes one bad joke after,0,          ,-50,-33.76428,-22.24399,11.52029
63,43,reiser was excellent although i,44,was excellent although i still ,1,-28.94692,-17.13067,11.81625
64,70,is a waste of the,71,a waste of the film ,1,-20.60173,-12.96262,7.63911
65,46,tone the fantastic soundtrack the,62,is superb and of course ,16,-49.08784,-20.79793,28.28991
66,51,almost as bad as the,52,as bad as the beating ,1,-27.90385,-10.87389,17.02996
67,45,of the best western ever,46,the best western ever made ,1,-43.9039,-20.84688,23.05702
68,-1,is a waste of my,0,          ,1,-71.7274,-71.7274,0
69,46,the two best thing in,47,two best thing in this ,1,-29.06981,-23.46265,5.60716
70,-1,worth seeing 8/10,73,very well done a bit ,74,-46.42944,-31.24736,15.18208
71,46,moore so perfectly it trapped,32,is perfect as a grown ,-14,-34.79282,-24.18869,10.60413
72,46,is his best film to,47,his best film to date ,1,-30.79985,-11.67182,19.12803
73,46,they do best show off,58,loud funny and does not ,12,-37.75692,-19.10969,18.64723
74,45,academy award best actor and,0,          ,-45,-35.2052,-22.32067,12.88453
75,-1,all time great robert downey,78,and makes one believe in ,79,-42.72889,-42.72889,0
76,57,arguably his best highlight spanky's,57,little film his best highlight ,0,-17.90545,-17.90545,0
77,48,good show great i also,49,show great i also understand ,1,-31.81044,-15.92822,15.88222
78,-1,5/10 cinematography 8/10 my overall,71,8 10 my overall rating ,72,-36.38196,-22.15292,14.22904
79,46,this disgusting waste of time,9,    a worse movie ,-37,-25.74774,-19.17492,6.57282
80,44,far the best show on,58,how amazing is that why ,14,-35.82457,-27.25212,8.57245
81,49,a total waste of time,50,total waste of time just ,1,-20.27741,-6.93848,13.33893
82,47,imagery how beautifully the opening,49,how beautifully the opening scene ,2,-46.6132,-18.71231,27.90089
83,45,borel is unfortunately not a,46,is unfortunately not a werewolf ,1,-58.11643,-17.1055,41.01093
84,45,of the worst film i,46,the worst film i have ,1,-43.54314,-16.96284,26.5803
85,49,the always fantastic kevin spacey,47,as well as the always ,-2,-34.32724,-24.4957,9.83154
86,-1,was so beautiful then,0,          ,1,-66.25251,-17.18779,49.06472
87,-1,do not waste your time,0,          ,1,-40.98015,-40.98015,0
88,49,is my favorite of vincent,51,my favorite of work has ,2,-38.21799,-26.83873,11.37926
89,46,during the worst terrorist attack,47,the worst terrorist attack of ,1,-38.65614,-22.69484,15.9613
90,44,single most annoying and convoluted,10,  excuse for a motion ,-34,-34.89691,-24.00955,10.88736
91,78,shallow and forgettable cop movie,0,          ,-78,-72.1115,-15.08699,57.02451
92,73,again another disappointing movie that,73,again another disappointing movie that ,0,-24.00016,-24.00016,0
93,50,that works perfectly for de,50,that works perfectly for de ,0,-24.4327,-24.4327,0
94,50,joan crawford's best talky it,47,  this is one of ,-3,-43.10018,-18.84844,24.25174
95,46,a 100 best list hustle,47,a 100 best list and ,1,-39.36242,-22.52442,16.838
96,50,is a terrible movie terrible,50,is a terrible movie terrible ,0,-24.17148,-24.17148,0
97,44,was pretty disappointed as has,77,have enjoyed the film more ,33,-31.9534,-18.36527,13.58813
98,47,the single worst show on,48,single worst show on the ,1,-41.68951,-15.62012,26.06939
99,-1,your life 2/10 i am,75,2 10 i am to ,76,-79.89088,-16.95881,62.93207
100,51,safe and/or dull the pianist,22,as a high point except ,-29,-53.74876,-31.44558,22.30318
101,47,movie any worse than this,48,any worse than this in ,1,-32.26925,-9.78468,22.48457
102,-1,the dark 8/10,49,just great the whole movie ,50,-35.92127,-21.48959,14.43168
103,46,scarwid are great as pat,19,      from by ,-27,-42.0736,-15.02286,27.05074
104,45,to be funny in this,46,be funny in this movie ,1,-34.92102,-15.16716,19.75386
105,45,happening the awful choice of,9,    in the last ,-36,-57.63189,-11.64393,45.98796
106,52,of hollywood's best supporting star,73,however it on the and ,21,-31.45023,-22.3011,9.14913
107,46,create a stupid disgusting film,76,the film if not move ,30,-71.92973,-28.14106,43.78867
108,45,story is excellent but like,46,is excellent but like all ,1,-30.36945,-18.17132,12.19813
109,46,best stephen king,47,  best stephen king film ,1,-11.17785,-5.21737,5.96048
110,47,about your worse than average,68,is terrible the plot consists ,21,-39.13216,-21.52339,17.60877
111,44,it is refreshing to see,45,is refreshing to see a ,1,-22.54997,-10.83307,11.7169
112,46,as the best film treatmant,47,as the best film of ,1,-20.06863,-19.55606,0.51257
113,49,that the best member of,50,the best member of the ,1,-38.725,-14.25932,24.46568
114,50,and gore annoying and pointless,51,gore annoying and pointless character ,1,-23.95257,-21.17334,2.77923
115,48,of the worst movie of,49,the worst movie of all ,1,-40.17417,-18.54188,21.63229
116,47,of arnold's best he does,54,does best in the action ,7,-27.98184,-16.85191,11.12993
